T E X A S  E D U C A T I O N  A G E N C Y

PEIMS Student Enrollment Data for 2012-2013

"Year","Region","County Name","District Name","District Number","Charter Status","Gender Name","Enrollment by Gender"
"2012-2013",01,"WEBB COUNTY","LAREDO ISD",240901,"TRADITIONAL ISD/CSD","Male",12623
"2012-2013",01,"WILLACY COUNTY","LASARA ISD",245901,"TRADITIONAL ISD/CSD","Female",253
"2012-2013",01,"WILLACY COUNTY","LASARA ISD",245901,"TRADITIONAL ISD/CSD","Male",249
"2012-2013",06,"HOUSTON COUNTY","LATEXO ISD",113905,"TRADITIONAL ISD/CSD","Female",252
"2012-2013",06,"HOUSTON COUNTY","LATEXO ISD",113905,"TRADITIONAL ISD/CSD","Male",233
"2012-2013",16,"PARMER COUNTY","LAZBUDDIE ISD",185904,"TRADITIONAL ISD/CSD","Female",98
"2012-2013",16,"PARMER COUNTY","LAZBUDDIE ISD",185904,"TRADITIONAL ISD/CSD","Male",85
"2012-2013",10,"DENTON COUNTY","LEADERSHIP PREP SCHOOL",061804,"OPEN ENROLLMENT CHARTER","Female",182
"2012-2013",10,"DENTON COUNTY","LEADERSHIP PREP SCHOOL",061804,"OPEN ENROLLMENT CHARTER","Male",168
"2012-2013",20,"REAL COUNTY","LEAKEY ISD",193902,"TRADITIONAL ISD/CSD","Female",135
"2012-2013",20,"REAL COUNTY","LEAKEY ISD",193902,"TRADITIONAL ISD/CSD","Male",129
"2012-2013",13,"WILLIAMSON COUNTY","LEANDER ISD",246913,"TRADITIONAL ISD/CSD","Female",16796
"2012-2013",13,"WILLIAMSON COUNTY","LEANDER ISD",246913,"TRADITIONAL ISD/CSD","Male",17585
"2012-2013",08,"BOWIE COUNTY","LEARY ISD",019914,"TRADITIONAL ISD/CSD","Female",53
"2012-2013",08,"BOWIE COUNTY","LEARY ISD",019914,"TRADITIONAL ISD/CSD","Male",56
"2012-2013",16,"GRAY COUNTY","LEFORS ISD",090902,"TRADITIONAL ISD/CSD","Female",89
"2012-2013",16,"GRAY COUNTY","LEFORS ISD",090902,"TRADITIONAL ISD/CSD","Male",84
"2012-2013",10,"DALLAS COUNTY","LEGACY PREPARATORY",057846,"OPEN ENROLLMENT CHARTER","Female",449
"2012-2013",10,"DALLAS COUNTY","LEGACY PREPARATORY",057846,"OPEN ENROLLMENT CHARTER","Male",371
"2012-2013",06,"POLK COUNTY","LEGGETT ISD",187906,"TRADITIONAL ISD/CSD","Female",94
"2012-2013",06,"POLK COUNTY","LEGGETT ISD",187906,"TRADITIONAL ISD/CSD","Male",93
"2012-2013",06,"LEON COUNTY","LEON ISD",145911,"TRADITIONAL ISD/CSD","Female",345
"2012-2013",06,"LEON COUNTY","LEON ISD",145911,"TRADITIONAL ISD/CSD","Male",373
"2012-2013",10,"FANNIN COUNTY","LEONARD ISD",074909,"TRADITIONAL ISD/CSD","Female",397
"2012-2013",10,"FANNIN COUNTY","LEONARD ISD",074909,"TRADITIONAL ISD/CSD","Male",472
"2012-2013",17,"HOCKLEY COUNTY","LEVELLAND ISD",110902,"TRADITIONAL ISD/CSD","Female",1517
"2012-2013",17,"HOCKLEY COUNTY","LEVELLAND ISD",110902,"TRADITIONAL ISD/CSD","Male",1546
"2012-2013",07,"RUSK COUNTY","LEVERETTS CHAPEL ISD",201904,"TRADITIONAL ISD/CSD","Female",129
"2012-2013",07,"RUSK COUNTY","LEVERETTS CHAPEL ISD",201904,"TRADITIONAL ISD/CSD","Male",127
"2012-2013",11,"DENTON COUNTY","LEWISVILLE ISD",061902,"TRADITIONAL ISD/CSD","Female",25379
"2012-2013",11,"DENTON COUNTY","LEWISVILLE ISD",061902,"TRADITIONAL ISD/CSD","Male",27149
"2012-2013",13,"LEE COUNTY","LEXINGTON ISD",144902,"TRADITIONAL ISD/CSD","Female",465
"2012-2013",13,"LEE COUNTY","LEXINGTON ISD",144902,"TRADITIONAL ISD/CSD","Male",450
"2012-2013",13,"WILLIAMSON COUNTY","LIBERTY HILL ISD",246908,"TRADITIONAL ISD/CSD","Female",1393
"2012-2013",13,"WILLIAMSON COUNTY","LIBERTY HILL ISD",246908,"TRADITIONAL ISD/CSD","Male",1458
"2012-2013",04,"LIBERTY COUNTY","LIBERTY ISD",146906,"TRADITIONAL ISD/CSD","Female",1039
"2012-2013",04,"LIBERTY COUNTY","LIBERTY ISD",146906,"TRADITIONAL ISD/CSD","Male",1083
"2012-2013",08,"BOWIE COUNTY","LIBERTY-EYLAU ISD",019908,"TRADITIONAL ISD/CSD","Female",1329
"2012-2013",08,"BOWIE COUNTY","LIBERTY-EYLAU ISD",019908,"TRADITIONAL ISD/CSD","Male",1422
"2012-2013",10,"DALLAS COUNTY","LIFE SCHOOL",057807,"OPEN ENROLLMENT CHARTER","Female",2213
"2012-2013",10,"DALLAS COUNTY","LIFE SCHOOL",057807,"OPEN ENROLLMENT CHARTER","Male",1993
"2012-2013",20,"BEXAR COUNTY","LIGHTHOUSE CHARTER SCHOOL",015825,"OPEN ENROLLMENT CHARTER","Female",113
"2012-2013",20,"BEXAR COUNTY","LIGHTHOUSE CHARTER SCHOOL",015825,"OPEN ENROLLMENT CHARTER","Male",120
"2012-2013",07,"SMITH COUNTY","LINDALE ISD",212903,"TRADITIONAL ISD/CSD","Female",1838
"2012-2013",07,"SMITH COUNTY","LINDALE ISD",212903,"TRADITIONAL ISD/CSD","Male",1919
"2012-2013",08,"CASS COUNTY","LINDEN-KILDARE CISD",034905,"TRADITIONAL ISD/CSD","Female",385
"2012-2013",08,"CASS COUNTY","LINDEN-KILDARE CISD",034905,"TRADITIONAL ISD/CSD","Male",420
"2012-2013",11,"COOKE COUNTY","LINDSAY ISD",049907,"TRADITIONAL ISD/CSD","Female",258
"2012-2013",11,"COOKE COUNTY","LINDSAY ISD",049907,"TRADITIONAL ISD/CSD","Male",264
"2012-2013",11,"ERATH COUNTY","LINGLEVILLE ISD",072909,"TRADITIONAL ISD/CSD","Female",102
"2012-2013",11,"ERATH COUNTY","LINGLEVILLE ISD",072909,"TRADITIONAL ISD/CSD","Male",137
"2012-2013",11,"HOOD COUNTY","LIPAN ISD",111902,"TRADITIONAL ISD/CSD","Female",147
"2012-2013",11,"HOOD COUNTY","LIPAN ISD",111902,"TRADITIONAL ISD/CSD","Male",165
"2012-2013",05,"ORANGE COUNTY","LITTLE CYPRESS-MAURICEVILLE CISD",181908,"TRADITIONAL ISD/CSD","Female",1614
"2012-2013",05,"ORANGE COUNTY","LITTLE CYPRESS-MAURICEVILLE CISD",181908,"TRADITIONAL ISD/CSD","Male",1801
"2012-2013",11,"DENTON COUNTY","LITTLE ELM ISD",061914,"TRADITIONAL ISD/CSD","Female",3075
"2012-2013",11,"DENTON COUNTY","LITTLE ELM ISD",061914,"TRADITIONAL ISD/CSD","Male",3325
"2012-2013",17,"LAMB COUNTY","LITTLEFIELD ISD",140904,"TRADITIONAL ISD/CSD","Female",709
"2012-2013",17,"LAMB COUNTY","LITTLEFIELD ISD",140904,"TRADITIONAL ISD/CSD","Male",720
"2012-2013",06,"POLK COUNTY","LIVINGSTON ISD",187907,"TRADITIONAL ISD/CSD","Female",1951
"2012-2013",06,"POLK COUNTY","LIVINGSTON ISD",187907,"TRADITIONAL ISD/CSD","Male",2147
"2012-2013",13,"LLANO COUNTY","LLANO ISD",150901,"TRADITIONAL ISD/CSD","Female",880
"2012-2013",13,"LLANO COUNTY","LLANO ISD",150901,"TRADITIONAL ISD/CSD","Male",951
"2012-2013",13,"CALDWELL COUNTY","LOCKHART ISD",028902,"TRADITIONAL ISD/CSD","Female",2454
"2012-2013",13,"CALDWELL COUNTY","LOCKHART ISD",028902,"TRADITIONAL ISD/CSD","Male",2515
"2012-2013",17,"FLOYD COUNTY","LOCKNEY ISD",077902,"TRADITIONAL ISD/CSD","Female",244
"2012-2013",17,"FLOYD COUNTY","LOCKNEY ISD",077902,"TRADITIONAL ISD/CSD","Male",269
"2012-2013",15,"MCCULLOCH COUNTY","LOHN ISD",160905,"TRADITIONAL ISD/CSD","Female",51
"2012-2013",15,"MCCULLOCH COUNTY","LOHN ISD",160905,"TRADITIONAL ISD/CSD","Male",38
"2012-2013",12,"LAMPASAS COUNTY","LOMETA ISD",141902,"TRADITIONAL ISD/CSD","Female",148
"2012-2013",12,"LAMPASAS COUNTY","LOMETA ISD",141902,"TRADITIONAL ISD/CSD","Male",162
"2012-2013",02,"NUECES COUNTY","LONDON ISD",178906,"TRADITIONAL ISD/CSD","Female",313
"2012-2013",02,"NUECES COUNTY","LONDON ISD",178906,"TRADITIONAL ISD/CSD","Male",302
"2012-2013",10,"HUNT COUNTY","LONE OAK ISD",116906,"TRADITIONAL ISD/CSD","Female",425
"2012-2013",10,"HUNT COUNTY","LONE OAK ISD",116906,"TRADITIONAL ISD/CSD","Male",496
"2012-2013",07,"GREGG COUNTY","LONGVIEW ISD",092903,"TRADITIONAL ISD/CSD","Female",4302
"2012-2013",07,"GREGG COUNTY","LONGVIEW ISD",092903,"TRADITIONAL ISD/CSD","Male",4544
"2012-2013",17,"GAINES COUNTY","LOOP ISD",083902,"TRADITIONAL ISD/CSD","Female",58
"2012-2013",17,"GAINES COUNTY","LOOP ISD",083902,"TRADITIONAL ISD/CSD","Male",54
"2012-2013",14,"MITCHELL COUNTY","LORAINE ISD",168902,"TRADITIONAL ISD/CSD","Female",57
"2012-2013",14,"MITCHELL COUNTY","LORAINE ISD",168902,"TRADITIONAL ISD/CSD","Male",77
"2012-2013",12,"MCLENNAN COUNTY","LORENA ISD",161907,"TRADITIONAL ISD/CSD","Female",806
"2012-2013",12,"MCLENNAN COUNTY","LORENA ISD",161907,"TRADITIONAL ISD/CSD","Male",844
"2012-2013",17,"CROSBY COUNTY","LORENZO ISD",054902,"TRADITIONAL ISD/CSD","Female",155
"2012-2013",17,"CROSBY COUNTY","LORENZO ISD",054902,"TRADITIONAL ISD/CSD","Male",150
"2012-2013",01,"CAMERON COUNTY","LOS FRESNOS CISD",031906,"TRADITIONAL ISD/CSD","Female",5093
"2012-2013",01,"CAMERON COUNTY","LOS FRESNOS CISD",031906,"TRADITIONAL ISD/CSD","Male",5331
"2012-2013",03,"WHARTON COUNTY","LOUISE ISD",241906,"TRADITIONAL ISD/CSD","Female",234
"2012-2013",03,"WHARTON COUNTY","LOUISE ISD",241906,"TRADITIONAL ISD/CSD","Male",249
"2012-2013",10,"COLLIN COUNTY","LOVEJOY ISD",043919,"TRADITIONAL ISD/CSD","Female",1764
"2012-2013",10,"COLLIN COUNTY","LOVEJOY ISD",043919,"TRADITIONAL ISD/CSD","Male",1885
"2012-2013",06,"HOUSTON COUNTY","LOVELADY ISD",113903,"TRADITIONAL ISD/CSD","Female",239
"2012-2013",06,"HOUSTON COUNTY","LOVELADY ISD",113903,"TRADITIONAL ISD/CSD","Male",246
"2012-2013",17,"LUBBOCK COUNTY","LUBBOCK ISD",152901,"TRADITIONAL ISD/CSD","Female",14394
"2012-2013",17,"LUBBOCK COUNTY","LUBBOCK ISD",152901,"TRADITIONAL ISD/CSD","Male",14825
"2012-2013",17,"LUBBOCK COUNTY","LUBBOCK-COOPER ISD",152906,"TRADITIONAL ISD/CSD","Female",2241
"2012-2013",17,"LUBBOCK COUNTY","LUBBOCK-COOPER ISD",152906,"TRADITIONAL ISD/CSD","Male",2392
"2012-2013",14,"JONES COUNTY","LUEDERS-AVOCA ISD",127905,"TRADITIONAL ISD/CSD","Female",46
"2012-2013",14,"JONES COUNTY","LUEDERS-AVOCA ISD",127905,"TRADITIONAL ISD/CSD","Male",68
"2012-2013",07,"ANGELINA COUNTY","LUFKIN ISD",003903,"TRADITIONAL ISD/CSD","Female",4174
"2012-2013",07,"ANGELINA COUNTY","LUFKIN ISD",003903,"TRADITIONAL ISD/CSD","Male",4344
"2012-2013",13,"CALDWELL COUNTY","LULING ISD",028903,"TRADITIONAL ISD/CSD","Female",667
"2012-2013",13,"CALDWELL COUNTY","LULING ISD",028903,"TRADITIONAL ISD/CSD","Male",747
"2012-2013",05,"HARDIN COUNTY","LUMBERTON ISD",100907,"TRADITIONAL ISD/CSD","Female",1890
"2012-2013",05,"HARDIN COUNTY","LUMBERTON ISD",100907,"TRADITIONAL ISD/CSD","Male",1998
"2012-2013",01,"WILLACY COUNTY","LYFORD CISD",245902,"TRADITIONAL ISD/CSD","Female",789
"2012-2013",01,"WILLACY COUNTY","LYFORD CISD",245902,"TRADITIONAL ISD/CSD","Male",804
"2012-2013",20,"ATASCOSA COUNTY","LYTLE ISD",007904,"TRADITIONAL ISD/CSD","Female",839
"2012-2013",20,"ATASCOSA COUNTY","LYTLE ISD",007904,"TRADITIONAL ISD/CSD","Male",899
"2012-2013",10,"KAUFMAN COUNTY","MABANK ISD",129905,"TRADITIONAL ISD/CSD","Female",1657
"2012-2013",10,"KAUFMAN COUNTY","MABANK ISD",129905,"TRADITIONAL ISD/CSD","Male",1744
"2012-2013",06,"MADISON COUNTY","MADISONVILLE CISD",154901,"TRADITIONAL ISD/CSD","Female",1105
"2012-2013",06,"MADISON COUNTY","MADISONVILLE CISD",154901,"TRADITIONAL ISD/CSD","Male",1143
"2012-2013",06,"MONTGOMERY COUNTY","MAGNOLIA ISD",170906,"TRADITIONAL ISD/CSD","Female",5783
"2012-2013",06,"MONTGOMERY COUNTY","MAGNOLIA ISD",170906,"TRADITIONAL ISD/CSD","Male",6207
"2012-2013",04,"GALVESTON COUNTY","MAINLAND PREPARATORY ACADEMY",084801,"OPEN ENROLLMENT CHARTER","Female",222
"2012-2013",04,"GALVESTON COUNTY","MAINLAND PREPARATORY ACADEMY",084801,"OPEN ENROLLMENT CHARTER","Male",170
"2012-2013",07,"HENDERSON COUNTY","MALAKOFF ISD",107906,"TRADITIONAL ISD/CSD","Female",608
"2012-2013",07,"HENDERSON COUNTY","MALAKOFF ISD",107906,"TRADITIONAL ISD/CSD","Male",664
"2012-2013",12,"HILL COUNTY","MALONE ISD",109908,"TRADITIONAL ISD/CSD","Female",43
"2012-2013",12,"HILL COUNTY","MALONE ISD",109908,"TRADITIONAL ISD/CSD","Male",54
"2012-2013",08,"BOWIE COUNTY","MALTA ISD",019910,"TRADITIONAL ISD/CSD","Female",62
"2012-2013",08,"BOWIE COUNTY","MALTA ISD",019910,"TRADITIONAL ISD/CSD","Male",85
"2012-2013",10,"DALLAS COUNTY","MANARA ACADEMY",057844,"OPEN ENROLLMENT CHARTER","Female",244
"2012-2013",10,"DALLAS COUNTY","MANARA ACADEMY",057844,"OPEN ENROLLMENT CHARTER","Male",214
"2012-2013",13,"TRAVIS COUNTY","MANOR ISD",227907,"TRADITIONAL ISD/CSD","Female",3973
"2012-2013",13,"TRAVIS COUNTY","MANOR ISD",227907,"TRADITIONAL ISD/CSD","Male",4114
"2012-2013",11,"TARRANT COUNTY","MANSFIELD ISD",220908,"TRADITIONAL ISD/CSD","Female",15895
"2012-2013",11,"TARRANT COUNTY","MANSFIELD ISD",220908,"TRADITIONAL ISD/CSD","Male",16984
"2012-2013",18,"BREWSTER COUNTY","MARATHON ISD",022902,"TRADITIONAL ISD/CSD","Female",28
"2012-2013",18,"BREWSTER COUNTY","MARATHON ISD",022902,"TRADITIONAL ISD/CSD","Male",22
"2012-2013",13,"BURNET COUNTY","MARBLE FALLS ISD",027904,"TRADITIONAL ISD/CSD","Female",1985
"2012-2013",13,"BURNET COUNTY","MARBLE FALLS ISD",027904,"TRADITIONAL ISD/CSD","Male",2060
"2012-2013",18,"PRESIDIO COUNTY","MARFA ISD",189901,"TRADITIONAL ISD/CSD","Female",156
"2012-2013",18,"PRESIDIO COUNTY","MARFA ISD",189901,"TRADITIONAL ISD/CSD","Male",176
"2012-2013",13,"GUADALUPE COUNTY","MARION ISD",094904,"TRADITIONAL ISD/CSD","Female",635
"2012-2013",13,"GUADALUPE COUNTY","MARION ISD",094904,"TRADITIONAL ISD/CSD","Male",687
"2012-2013",12,"FALLS COUNTY","MARLIN ISD",073903,"TRADITIONAL ISD/CSD","Female",486
"2012-2013",12,"FALLS COUNTY","MARLIN ISD",073903,"TRADITIONAL ISD/CSD","Male",501
"2012-2013",07,"HARRISON COUNTY","MARSHALL ISD",102902,"TRADITIONAL ISD/CSD","Female",2730
"2012-2013",07,"HARRISON COUNTY","MARSHALL ISD",102902,"TRADITIONAL ISD/CSD","Male",2833
"2012-2013",12,"MCLENNAN COUNTY","MART ISD",161908,"TRADITIONAL ISD/CSD","Female",273
"2012-2013",12,"MCLENNAN COUNTY","MART ISD",161908,"TRADITIONAL ISD/CSD","Male",287
"2012-2013",07,"VAN ZANDT COUNTY","MARTINS MILL ISD",234905,"TRADITIONAL ISD/CSD","Female",243
"2012-2013",07,"VAN ZANDT COUNTY","MARTINS MILL ISD",234905,"TRADITIONAL ISD/CSD","Male",240
"2012-2013",07,"NACOGDOCHES COUNTY","MARTINSVILLE ISD",174909,"TRADITIONAL ISD/CSD","Female",171
"2012-2013",07,"NACOGDOCHES COUNTY","MARTINSVILLE ISD",174909,"TRADITIONAL ISD/CSD","Male",187
"2012-2013",15,"MASON COUNTY","MASON ISD",157901,"TRADITIONAL ISD/CSD","Female",347
"2012-2013",15,"MASON COUNTY","MASON ISD",157901,"TRADITIONAL ISD/CSD","Male",369
"2012-2013",03,"MATAGORDA COUNTY","MATAGORDA ISD",158904,"TRADITIONAL ISD/CSD","Female",60
"2012-2013",03,"MATAGORDA COUNTY","MATAGORDA ISD",158904,"TRADITIONAL ISD/CSD","Male",97
"2012-2013",02,"SAN PATRICIO COUNTY","MATHIS ISD",205904,"TRADITIONAL ISD/CSD","Female",787
"2012-2013",02,"SAN PATRICIO COUNTY","MATHIS ISD",205904,"TRADITIONAL ISD/CSD","Male",875
"2012-2013",08,"BOWIE COUNTY","MAUD ISD",019903,"TRADITIONAL ISD/CSD","Female",219
"2012-2013",08,"BOWIE COUNTY","MAUD ISD",019903,"TRADITIONAL ISD/CSD","Male",260
"2012-2013",15,"BROWN COUNTY","MAY ISD",025905,"TRADITIONAL ISD/CSD","Female",116
"2012-2013",15,"BROWN COUNTY","MAY ISD",025905,"TRADITIONAL ISD/CSD","Male",149
"2012-2013",10,"ELLIS COUNTY","MAYPEARL ISD",070915,"TRADITIONAL ISD/CSD","Female",505
"2012-2013",10,"ELLIS COUNTY","MAYPEARL ISD",070915,"TRADITIONAL ISD/CSD","Male",505
"2012-2013",01,"HIDALGO COUNTY","MCALLEN ISD",108906,"TRADITIONAL ISD/CSD","Female",12186
"2012-2013",01,"HIDALGO COUNTY","MCALLEN ISD",108906,"TRADITIONAL ISD/CSD","Male",12745
"2012-2013",18,"UPTON COUNTY","MCCAMEY ISD",231901,"TRADITIONAL ISD/CSD","Female",278
"2012-2013",18,"UPTON COUNTY","MCCAMEY ISD",231901,"TRADITIONAL ISD/CSD","Male",258
"2012-2013",13,"BASTROP COUNTY","MCDADE ISD",011905,"TRADITIONAL ISD/CSD","Female",106
"2012-2013",13,"BASTROP COUNTY","MCDADE ISD",011905,"TRADITIONAL ISD/CSD","Male",110
"2012-2013",12,"MCLENNAN COUNTY","MCGREGOR ISD",161909,"TRADITIONAL ISD/CSD","Female",639
"2012-2013",12,"MCLENNAN COUNTY","MCGREGOR ISD",161909,"TRADITIONAL ISD/CSD","Male",722
"2012-2013",10,"COLLIN COUNTY","MCKINNEY ISD",043907,"TRADITIONAL ISD/CSD","Female",11801
"2012-2013",10,"COLLIN COUNTY","MCKINNEY ISD",043907,"TRADITIONAL ISD/CSD","Male",12642
"2012-2013",16,"GRAY COUNTY","MCLEAN ISD",090903,"TRADITIONAL ISD/CSD","Female",100
"2012-2013",16,"GRAY COUNTY","MCLEAN ISD",090903,"TRADITIONAL ISD/CSD","Male",101
"2012-2013",08,"CASS COUNTY","MCLEOD ISD",034906,"TRADITIONAL ISD/CSD","Female",184
"2012-2013",08,"CASS COUNTY","MCLEOD ISD",034906,"TRADITIONAL ISD/CSD","Male",228
"2012-2013",02,"MCMULLEN COUNTY","MCMULLEN COUNTY ISD",162904,"TRADITIONAL ISD/CSD","Female",130
"2012-2013",02,"MCMULLEN COUNTY","MCMULLEN COUNTY ISD",162904,"TRADITIONAL ISD/CSD","Male",119
"2012-2013",17,"TERRY COUNTY","MEADOW ISD",223902,"TRADITIONAL ISD/CSD","Female",172
"2012-2013",17,"TERRY COUNTY","MEADOW ISD",223902,"TRADITIONAL ISD/CSD","Male",154
"2012-2013",20,"KENDALL COUNTY","MEADOWLAND CHARTER SCHOOL",130801,"OPEN ENROLLMENT CHARTER","Female",22
"2012-2013",20,"KENDALL COUNTY","MEADOWLAND CHARTER SCHOOL",130801,"OPEN ENROLLMENT CHARTER","Male",48
"2012-2013",04,"HARRIS COUNTY","MEDICAL CENTER CHARTER SCHOOL",101801,"OPEN ENROLLMENT CHARTER","Female",186
"2012-2013",04,"HARRIS COUNTY","MEDICAL CENTER CHARTER SCHOOL",101801,"OPEN ENROLLMENT CHARTER","Male",162
"2012-2013",20,"BANDERA COUNTY","MEDINA ISD",010901,"TRADITIONAL ISD/CSD","Female",132
"2012-2013",20,"BANDERA COUNTY","MEDINA ISD",010901,"TRADITIONAL ISD/CSD","Male",134
"2012-2013",20,"MEDINA COUNTY","MEDINA VALLEY ISD",163908,"TRADITIONAL ISD/CSD","Female",1734
"2012-2013",20,"MEDINA COUNTY","MEDINA VALLEY ISD",163908,"TRADITIONAL ISD/CSD","Male",1912
"2012-2013",10,"COLLIN COUNTY","MELISSA ISD",043908,"TRADITIONAL ISD/CSD","Female",838
"2012-2013",10,"COLLIN COUNTY","MELISSA ISD",043908,"TRADITIONAL ISD/CSD","Male",856
"2012-2013",16,"HALL COUNTY","MEMPHIS ISD",096904,"TRADITIONAL ISD/CSD","Female",248
"2012-2013",16,"HALL COUNTY","MEMPHIS ISD",096904,"TRADITIONAL ISD/CSD","Male",288
"2012-2013",15,"MENARD COUNTY","MENARD ISD",164901,"TRADITIONAL ISD/CSD","Female",167
"2012-2013",15,"MENARD COUNTY","MENARD ISD",164901,"TRADITIONAL ISD/CSD","Male",173
"2012-2013",01,"HIDALGO COUNTY","MERCEDES ISD",108907,"TRADITIONAL ISD/CSD","Female",2727
"2012-2013",01,"HIDALGO COUNTY","MERCEDES ISD",108907,"TRADITIONAL ISD/CSD","Male",2978
"2012-2013",12,"BOSQUE COUNTY","MERIDIAN ISD",018902,"TRADITIONAL ISD/CSD","Female",244
"2012-2013",12,"BOSQUE COUNTY","MERIDIAN ISD",018902,"TRADITIONAL ISD/CSD","Male",264
"2012-2013",13,"WILLIAMSON COUNTY","MERIDIAN WORLD SCHOOL LLC",246801,"OPEN ENROLLMENT CHARTER","Female",412
"2012-2013",13,"WILLIAMSON COUNTY","MERIDIAN WORLD SCHOOL LLC",246801,"OPEN ENROLLMENT CHARTER","Male",373
"2012-2013",14,"TAYLOR COUNTY","MERKEL ISD",221904,"TRADITIONAL ISD/CSD","Female",607
"2012-2013",14,"TAYLOR COUNTY","MERKEL ISD",221904,"TRADITIONAL ISD/CSD","Male",574
"2012-2013",10,"DALLAS COUNTY","MESQUITE ISD",057914,"TRADITIONAL ISD/CSD","Female",19067
"2012-2013",10,"DALLAS COUNTY","MESQUITE ISD",057914,"TRADITIONAL ISD/CSD","Male",20060
"2012-2013",12,"LIMESTONE COUNTY","MEXIA ISD",147903,"TRADITIONAL ISD/CSD","Female",922
"2012-2013",12,"LIMESTONE COUNTY","MEXIA ISD",147903,"TRADITIONAL ISD/CSD","Male",1135
"2012-2013",04,"HARRIS COUNTY","MEYERPARK ELEMENTARY",101855,"OPEN ENROLLMENT CHARTER","Female",74
"2012-2013",04,"HARRIS COUNTY","MEYERPARK ELEMENTARY",101855,"OPEN ENROLLMENT CHARTER","Male",77
"2012-2013",03,"DEWITT COUNTY","MEYERSVILLE ISD",062906,"TRADITIONAL ISD/CSD","Female",58
"2012-2013",03,"DEWITT COUNTY","MEYERSVILLE ISD",062906,"TRADITIONAL ISD/CSD","Male",64
"2012-2013",16,"ROBERTS COUNTY","MIAMI ISD",197902,"TRADITIONAL ISD/CSD","Female",104
"2012-2013",16,"ROBERTS COUNTY","MIAMI ISD",197902,"TRADITIONAL ISD/CSD","Male",111
"2012-2013",18,"MIDLAND COUNTY","MIDLAND ACADEMY CHARTER SCHOOL",165802,"OPEN ENROLLMENT CHARTER","Female",246
"2012-2013",18,"MIDLAND COUNTY","MIDLAND ACADEMY CHARTER SCHOOL",165802,"OPEN ENROLLMENT CHARTER","Male",244
"2012-2013",18,"MIDLAND COUNTY","MIDLAND ISD",165901,"TRADITIONAL ISD/CSD","Female",11258
"2012-2013",18,"MIDLAND COUNTY","MIDLAND ISD",165901,"TRADITIONAL ISD/CSD","Male",12061
"2012-2013",10,"ELLIS COUNTY","MIDLOTHIAN ISD",070908,"TRADITIONAL ISD/CSD","Female",3653
"2012-2013",10,"ELLIS COUNTY","MIDLOTHIAN ISD",070908,"TRADITIONAL ISD/CSD","Male",3907
"2012-2013",01,"HIDALGO COUNTY","MIDVALLEY ACADEMY CHARTER DISTRICT",108804,"OPEN ENROLLMENT CHARTER","Female",229
"2012-2013",01,"HIDALGO COUNTY","MIDVALLEY ACADEMY CHARTER DISTRICT",108804,"OPEN ENROLLMENT CHARTER","Male",164
"2012-2013",09,"CLAY COUNTY","MIDWAY ISD",039905,"TRADITIONAL ISD/CSD","Female",48
"2012-2013",12,"MCLENNAN COUNTY","MIDWAY ISD",161903,"TRADITIONAL ISD/CSD","Female",3610
"2012-2013",09,"CLAY COUNTY","MIDWAY ISD",039905,"TRADITIONAL ISD/CSD","Male",47
"2012-2013",12,"MCLENNAN COUNTY","MIDWAY ISD",161903,"TRADITIONAL ISD/CSD","Male",3740
"2012-2013",06,"MILAM COUNTY","MILANO ISD",166903,"TRADITIONAL ISD/CSD","Female",193
"2012-2013",06,"MILAM COUNTY","MILANO ISD",166903,"TRADITIONAL ISD/CSD","Male",209
"2012-2013",12,"NAVARRO COUNTY","MILDRED ISD",175910,"TRADITIONAL ISD/CSD","Female",345
"2012-2013",12,"NAVARRO COUNTY","MILDRED ISD",175910,"TRADITIONAL ISD/CSD","Male",377
"2012-2013",15,"RUNNELS COUNTY","MILES ISD",200902,"TRADITIONAL ISD/CSD","Female",219
"2012-2013",15,"RUNNELS COUNTY","MILES ISD",200902,"TRADITIONAL ISD/CSD","Male",225
"2012-2013",10,"ELLIS COUNTY","MILFORD ISD",070909,"TRADITIONAL ISD/CSD","Female",98
"2012-2013",10,"ELLIS COUNTY","MILFORD ISD",070909,"TRADITIONAL ISD/CSD","Male",132
"2012-2013",08,"HOPKINS COUNTY","MILLER GROVE ISD",112907,"TRADITIONAL ISD/CSD","Female",116
"2012-2013",08,"HOPKINS COUNTY","MILLER GROVE ISD",112907,"TRADITIONAL ISD/CSD","Male",108
"2012-2013",11,"PARKER COUNTY","MILLSAP ISD",184904,"TRADITIONAL ISD/CSD","Female",371
"2012-2013",11,"PARKER COUNTY","MILLSAP ISD",184904,"TRADITIONAL ISD/CSD","Male",423
"2012-2013",07,"WOOD COUNTY","MINEOLA ISD",250903,"TRADITIONAL ISD/CSD","Female",789
"2012-2013",07,"WOOD COUNTY","MINEOLA ISD",250903,"TRADITIONAL ISD/CSD","Male",811
"2012-2013",11,"PALO PINTO COUNTY","MINERAL WELLS ISD",182903,"TRADITIONAL ISD/CSD","Female",1667
"2012-2013",11,"PALO PINTO COUNTY","MINERAL WELLS ISD",182903,"TRADITIONAL ISD/CSD","Male",1812
"2012-2013",01,"HIDALGO COUNTY","MISSION CISD",108908,"TRADITIONAL ISD/CSD","Female",7441
"2012-2013",01,"HIDALGO COUNTY","MISSION CISD",108908,"TRADITIONAL ISD/CSD","Male",8093
